1816
0	1538	0.000001
1	1816	0.000001
2	1739	0.000002
3	1594	0.000009
4	826	0.000010
5	184	0.000013
6	601	0.000013
7	2271	0.000014
8	376	0.000015
9	633	0.000016
10	1415	0.000016
11	1766	0.000016
12	263	0.000017
13	1125	0.000019
14	1540	0.000019
15	1970	0.000020
16	74	0.000020
17	193	0.000024
18	345	0.000024
19	1352	0.000025
20	560	0.000026
21	1933	0.000026
22	424	0.000026
23	1510	0.000026
24	649	0.000028
25	1917	0.000028
26	514	0.000030
27	534	0.000031
28	2295	0.000032
29	21	0.000033
30	2027	0.000034
31	126	0.000034
32	1568	0.000035
33	218	0.000036
34	2193	0.000036
35	998	0.000037
36	885	0.000037
37	418	0.000038
38	81	0.000039
39	747	0.000039
40	2187	0.000039
41	767	0.000040
42	951	0.000041
43	1939	0.000042
44	813	0.000042
45	1083	0.000042
46	350	0.000043
47	1466	0.000043
48	1247	0.000043
49	445	0.000045
50	490	0.000047
51	2358	0.000047
52	1298	0.000047
53	1404	0.000048
54	2364	0.000049
55	1905	0.000049
56	890	0.000049
57	827	0.000049
58	2073	0.000050
59	908	0.000050
60	1362	0.000052
61	1122	0.000053
62	1035	0.000053
63	1318	0.000053
64	2041	0.000055
65	150	0.000055
66	2016	0.000055
67	2275	0.000057
68	1277	0.000057
69	1243	0.000061
70	2131	0.000062
71	2156	0.000062
72	404	0.000062
73	2136	0.000063
74	1507	0.000063
75	759	0.000065
76	666	0.000065
77	1381	0.000065
78	1085	0.000065
79	273	0.000066
80	1778	0.000066
81	1895	0.000067
82	1374	0.000067
83	1067	0.000068
84	254	0.000069
85	1130	0.000070
86	1328	0.000071
87	582	0.000071
88	469	0.000072
89	319	0.000072
90	1635	0.000075
91	1527	0.000075
92	2348	0.000076
93	132	0.000079
94	932	0.000079
95	1072	0.000080
96	594	0.000083
97	1464	0.000085
98	5	0.000087
99	2212	0.000088
100	1078	0.000089
101	727	0.000089
102	458	0.000090
103	175	0.000094
104	230	0.000094
105	1705	0.000095
106	2070	0.000096
107	1364	0.000097
108	1806	0.000097
109	2051	0.000098
110	1181	0.000099
111	2343	0.000102
112	361	0.000103
113	954	0.000104
114	1495	0.000105
115	1993	0.000106
116	1947	0.000106
117	1426	0.000107
118	1653	0.000108
119	448	0.000109
120	495	0.000109
121	129	0.000109
122	1677	0.000113
123	661	0.000113
124	1620	0.000114
125	1902	0.000117
126	107	0.000118
127	1628	0.000118
128	2059	0.000119
129	764	0.000119
130	1844	0.000120
131	459	0.000120
132	466	0.000122
133	1018	0.000123
134	1423	0.000123
135	2223	0.000123
136	2264	0.000124
137	1711	0.000125
138	978	0.000125
139	2389	0.000125
140	607	0.000130
141	1530	0.000130
142	809	0.000133
143	472	0.000134
144	143	0.000135
145	1764	0.000135
146	2160	0.000136
147	37	0.000136
148	1256	0.000138
149	1867	0.000138
150	1252	0.000139
151	2007	0.000140
152	1612	0.000142
153	2134	0.000142
154	653	0.000142
155	1857	0.000145
156	91	0.000145
157	1150	0.000147
158	406	0.000148
159	2241	0.000151
160	1516	0.000155
161	1422	0.000158
162	1747	0.000159
163	1451	0.000160
164	1086	0.000160
165	1179	0.000160
166	695	0.000160
167	1412	0.000161
168	101	0.000164
169	61	0.000164
170	821	0.000166
171	701	0.000166
172	93	0.000166
173	856	0.000166
174	515	0.000169
175	410	0.000172
176	1986	0.000172
177	137	0.000174
178	22	0.000178
179	1941	0.000178
180	691	0.000178
181	242	0.000179
182	804	0.000179
183	99	0.000185
184	1014	0.000186
185	89	0.000187
186	1300	0.000190
187	570	0.000193
188	2137	0.000194
189	1622	0.000194
190	593	0.000194
191	613	0.000195
192	1885	0.000196
193	788	0.000197
194	435	0.000197
195	1458	0.000200
196	1306	0.000204
197	1658	0.000209
198	521	0.000210
199	423	0.000213
200	1293	0.000215
201	848	0.000217
202	1305	0.000218
203	937	0.000220
204	394	0.000232
205	1548	0.000241
206	421	0.000241
207	20	0.000244
208	2090	0.000245
209	1237	0.000247
210	53	0.000248
211	1361	0.000252
212	2013	0.000253
213	1621	0.000260
214	617	0.000264
215	1949	0.000272
216	1940	0.000273
217	720	0.000275
218	1547	0.000280
219	654	0.000283
220	1345	0.000284
221	1057	0.000288
222	119	0.000296
223	1474	0.000298
224	1550	0.000304
225	1315	0.000304
226	1634	0.000305
227	146	0.000306
228	798	0.000306
229	447	0.000307
230	1115	0.000307
231	1795	0.000308
232	1859	0.000312
233	795	0.000312
234	202	0.000313
235	1288	0.000314
236	768	0.000314
237	2370	0.000318
238	737	0.000320
239	2164	0.000323
240	1769	0.000323
241	1219	0.000326
242	1575	0.000327
243	473	0.000327
244	1182	0.000327
245	866	0.000336
246	2078	0.000340
247	2076	0.000342
248	1531	0.000347
249	2340	0.000348
250	155	0.000348
251	1160	0.000350
252	1995	0.000352
253	2053	0.000352
254	563	0.000355
255	1126	0.000356
256	2150	0.000360
257	2231	0.000360
258	2201	0.000360
259	825	0.000362
260	1508	0.000368
261	1969	0.000368
262	1989	0.000368
263	1356	0.000370
264	1011	0.000374
265	736	0.000376
266	182	0.000376
267	2183	0.000379
268	507	0.000380
269	949	0.000381
270	1590	0.000383
271	898	0.000383
272	283	0.000384
273	65	0.000387
274	1532	0.000391
275	1375	0.000392
276	1920	0.000401
277	1793	0.000401
278	333	0.000403
279	430	0.000403
280	1472	0.000404
281	2254	0.000404
282	875	0.000415
283	2297	0.000415
284	9	0.000420
285	1865	0.000421
286	1000	0.000426
287	413	0.000428
288	850	0.000431
289	1872	0.000432
290	983	0.000433
291	2127	0.000437
292	231	0.000439
293	1755	0.000450
294	1699	0.000454
295	2228	0.000454
296	1191	0.000455
297	1265	0.000456
298	1311	0.000457
299	588	0.000457
300	2274	0.000473
301	2320	0.000474
302	1617	0.000475
303	2279	0.000476
304	1663	0.000478
305	1275	0.000485
306	787	0.000492
307	1561	0.000492
308	16	0.000492
309	581	0.000495
310	2217	0.000496
311	1790	0.000497
312	698	0.000498
313	1205	0.000498
314	338	0.000500
315	1314	0.000501
316	845	0.000501
317	2322	0.000502
318	1828	0.000506
319	1448	0.000507
320	310	0.000507
321	1479	0.000515
322	595	0.000522
323	148	0.000527
324	1253	0.000527
325	1841	0.000530
326	1830	0.000532
327	1855	0.000536
328	1834	0.000536
329	1945	0.000539
330	746	0.000544
331	1168	0.000545
332	700	0.000551
333	1213	0.000558
334	722	0.000559
335	699	0.000560
336	688	0.000565
337	147	0.000568
338	669	0.000570
339	2258	0.000572
340	271	0.000575
341	2025	0.000577
342	2245	0.000579
343	57	0.000588
344	1417	0.000591
345	1309	0.000596
346	1383	0.000597
347	1438	0.000598
348	833	0.000609
349	145	0.000609
350	913	0.000614
351	1771	0.000619
352	1955	0.000622
353	1340	0.000622
354	877	0.000626
355	1359	0.000628
356	347	0.000629
357	849	0.000640
358	2172	0.000643
359	2105	0.000647
360	1606	0.000647
361	1533	0.000648
362	1363	0.000661
363	1286	0.000663
364	2405	0.000668
365	1595	0.000670
366	1071	0.000670
367	356	0.000677
368	741	0.000680
369	66	0.000691
370	123	0.000711
371	2190	0.000711
372	480	0.000719
373	1921	0.000738
374	2066	0.000740
375	17	0.000741
376	1439	0.000751
377	1392	0.000752
378	1848	0.000754
379	1741	0.000760
380	1596	0.000765
381	690	0.000770
382	1107	0.000782
383	10	0.000784
384	2336	0.000788
385	211	0.000789
386	433	0.000792
387	1132	0.000792
388	2120	0.000797
389	1798	0.000799
390	1966	0.000814
391	1200	0.000821
392	719	0.000824
393	200	0.000826
394	1050	0.000827
395	1639	0.000830
396	1006	0.000838
397	1012	0.000840
398	1681	0.000845
399	245	0.000845
400	976	0.000847
401	2097	0.000850
402	128	0.000857
403	1164	0.000871
404	2334	0.000871
405	1626	0.000874
406	2148	0.000879
407	106	0.000881
408	110	0.000895
409	2399	0.000905
410	1914	0.000905
411	1919	0.000905
412	278	0.000912
413	756	0.000920
414	60	0.000930
415	630	0.000934
416	2255	0.000936
417	1437	0.000938
418	1566	0.000940
419	2048	0.000940
420	1312	0.000946
421	1944	0.000953
422	2020	0.000957
423	1092	0.000985
424	692	0.000985
425	662	0.000986
426	1599	0.000988
427	1127	0.000998
428	1139	0.001001
429	1760	0.001008
430	802	0.001014
431	1480	0.001035
432	2374	0.001037
433	2218	0.001040
434	1974	0.001047
435	934	0.001066
436	834	0.001068
437	2276	0.001072
438	1167	0.001079
439	1047	0.001086
440	1295	0.001089
441	1829	0.001099
442	2248	0.001100
443	80	0.001103
444	1564	0.001111
445	733	0.001140
446	441	0.001150
447	1853	0.001173
448	44	0.001182
449	1143	0.001182
450	624	0.001187
451	205	0.001202
452	165	0.001204
453	1669	0.001208
454	378	0.001213
455	2390	0.001216
456	1719	0.001221
457	286	0.001221
458	355	0.001226
459	2347	0.001241
460	1281	0.001245
461	380	0.001253
462	984	0.001261
463	1786	0.001264
464	162	0.001271
465	603	0.001273
466	921	0.001291
467	1990	0.001291
468	140	0.001292
469	1750	0.001293
470	1290	0.001294
471	1202	0.001297
472	610	0.001308
473	2361	0.001313
474	189	0.001330
475	931	0.001332
476	1350	0.001334
477	1997	0.001335
478	1571	0.001339
479	478	0.001344
480	1985	0.001346
481	1546	0.001350
482	631	0.001356
483	1563	0.001357
484	2219	0.001358
485	508	0.001360
486	972	0.001368
487	1105	0.001380
488	1027	0.001384
489	622	0.001389
490	569	0.001395
491	2272	0.001399
492	1120	0.001402
493	540	0.001406
494	1255	0.001416
495	1643	0.001424
496	1239	0.001427
497	2324	0.001459
498	1039	0.001461
499	1117	0.001471
500	1579	0.001471
501	1420	0.001499
